Timestamp,PPG_Forehead,PPG_Earlobe,PPG_Finger
0.00246749999999984,0.185546875,0.185546875,0.185546875
0.00337729999999992,0.185546875,0.185546875,0.185546875
0.00424040000000003,0.185546875,0.185546875,0.185546875
0.00504749999999987,0.185546875,0.185546875,0.185546875
0.00585740000000001,0.185546875,0.185546875,0.185546875
0.00662209999999996,0.185546875,0.185546875,0.185546875
0.00706100000000021,91.8310546875,86.1181640625,82.8466796875
0.00741449999999988,29.9365234375,56.6259765625,48.3935546875
0.00775950000000014,30.4736328125,55.6982421875,47.1728515625
0.008108,29.9365234375,55.2099609375,45.7080078125
0.00845299999999982,30.0341796875,54.8193359375,44.7802734375
0.00879709999999978,29.3505859375,53.9404296875,43.9990234375
0.00915510000000008,29.1552734375,53.5498046875,42.4365234375
0.00949739999999988,28.7646484375,52.6708984375,40.5322265625
0.00984160000000012,28.1298828125,51.3037109375,37.9443359375
0.0101881000000001,27.6904296875,51.2060546875,36.3818359375
0.010535,27.6904296875,51.0595703125,35.9912109375
0.0108768000000001,27.1533203125,51.8408203125,51.7138671875
0.0112223999999999,28.8623046875,53.8427734375,63.1396484375
0.0115653999999998,31.6943359375,55.0146484375,65.0439453125
0.0119121999999998,31.8896484375,55.8935546875,63.6279296875
0.0122580000000001,32.7685546875,56.8212890625,61.6259765625
0.0126029000000001,32.3291015625,57.4072265625,60.5029296875
0.0129473,33.4033203125,58.0419921875,59.8193359375
0.0132891000000002,33.7939453125,58.0419921875,58.4033203125
0.0136338,33.5498046875,57.6025390625,57.9150390625
0.0140370000000001,33.1591796875,57.8466796875,57.7685546875
0.0144408,33.5986328125,58.3349609375,58.2080078125
0.0148345999999999,33.6474609375,58.1884765625,58.2568359375
0.0151792999999998,33.5498046875,58.0419921875,57.6708984375
0.0154812,33.1591796875,57.8466796875,55.3759765625
0.0157740999999998,32.8173828125,57.8466796875,53.3740234375
0.0160670999999999,31.8896484375,56.5771484375,51.2744140625
0.0163695000000001,31.5478515625,56.9189453125,49.4677734375
0.0166637000000001,31.3525390625,56.3330078125,46.9287109375
0.0169554999999999,30.1318359375,55.5517578125,44.9755859375
0.0172473000000002,30.1318359375,54.1357421875,43.8525390625
0.0175379000000002,29.1552734375,54.0869140625,42.3876953125
0.0178307000000002,28.1787109375,53.7939453125,41.2646484375
0.0181217999999999,28.4716796875,53.0126953125,39.6044921875
0.0184129,27.9833984375,51.7431640625,37.4072265625
0.0187080000000002,27.2509765625,50.9619140625,35.6005859375
0.0190025999999999,27.2021484375,50.6689453125,35.9423828125
0.0193007000000001,27.2509765625,51.7919921875,52.5439453125
0.0195940000000001,28.2763671875,53.9404296875,64.5556640625
0.0198874,31.3525390625,55.9912109375,68.3154296875
0.0201810999999998,32.7685546875,56.8701171875,67.8759765625
0.0204753000000002,33.6474609375,57.4560546875,66.3623046875
0.0207657000000001,34.6240234375,59.5556640625,65.3857421875
0.0210602999999998,35.0634765625,61.0205078125,66.6552734375
0.0213530999999998,35.5029296875,60.9228515625,67.0458984375
0.0216457000000001,36.3818359375,60.9228515625,65.8740234375
0.0219388999999999,35.7470703125,60.7763671875,64.2626953125
0.0222340999999999,35.2099609375,61.6064453125,63.9697265625
0.0225276000000001,35.2587890625,61.7529296875,64.7021484375
0.0228275999999998,35.8447265625,61.9970703125,64.8974609375
0.0231276,35.1611328125,61.2158203125,63.1396484375
0.0234204999999998,34.3310546875,60.7275390625,62.1630859375
0.0237132,34.0380859375,61.1669921875,60.5517578125
0.0240070000000001,33.2568359375,60.7763671875,58.5498046875
0.0243009000000001,32.6708984375,60.7763671875,56.0107421875
0.0245994,32.4755859375,59.8486328125,54.8876953125
0.0249011000000001,32.3779296875,59.6533203125,53.2763671875
0.0251947000000001,31.3037109375,59.2626953125,51.7138671875
0.0325346,30.4736328125,58.3349609375,50.1025390625
0.0329006000000001,30.2294921875,57.6025390625,48.9306640625
0.0332672999999999,30.3271484375,56.7724609375,47.6611328125
0.0336078,29.5947265625,57.0166015625,46.2939453125
0.0339043000000001,29.2529296875,55.7958984375,44.3408203125
0.0342056999999998,29.2529296875,54.8193359375,41.7529296875
0.0345038,29.5458984375,55.3564453125,52.1533203125
0.0347985999999998,28.9599609375,57.7978515625,68.0712890625
0.0350918999999998,32.1337890625,59.4580078125,74.1748046875
0.0354318,34.3798828125,61.0205078125,74.2724609375
0.0357316999999999,35.1611328125,62.4365234375,73.0517578125
0.0360303000000002,36.4794921875,63.6572265625,71.9775390625
0.0363299000000001,36.9189453125,64.2431640625,73.0517578125
0.0366333000000001,37.6513671875,65.3662109375,73.8818359375
0.0369272999999999,38.1884765625,65.9033203125,72.6611328125
0.0372252,37.2119140625,65.5126953125,70.8056640625
0.0375258000000001,37.2607421875,65.4638671875,70.5615234375
0.0378192999999998,37.0654296875,66.5380859375,70.2685546875
0.0381192000000001,37.1142578125,66.3427734375,70.1220703125
0.0384229999999999,36.3330078125,66.2939453125,69.5849609375
0.0387502999999998,35.4541015625,66.3916015625,68.4619140625
0.0390481999999999,35.2099609375,65.5126953125,66.6064453125
0.0393468000000001,33.6962890625,65.6591796875,64.7998046875
0.0396453000000001,33.0615234375,65.0732421875,62.9443359375
0.0399406999999998,32.8662109375,64.1943359375,61.7236328125
0.0402391,32.3779296875,64.0966796875,59.7216796875
0.0405373,32.0361328125,63.7548828125,58.5986328125
0.0408344,31.3525390625,62.5341796875,57.0361328125
0.0411299000000001,30.7177734375,62.1923828125,55.6689453125
0.0414275000000002,30.6201171875,61.7529296875,54.7412109375
0.0417798,30.4248046875,61.1669921875,52.6904296875
