Timestamp,PPG_Forehead,PPG_Earlobe,PPG_Finger
0.00249999999999995,0.185546875,0.185546875,0.185546875
0.0035921000000001,0.185546875,0.185546875,0.185546875
0.00449110000000008,0.185546875,0.185546875,0.185546875
0.00534040000000013,0.185546875,0.185546875,0.185546875
0.00618860000000021,0.185546875,0.185546875,0.185546875
0.00700220000000007,0.185546875,0.185546875,0.185546875
0.00745059999999986,92.3193359375,85.4345703125,83.0908203125
0.00776049999999984,-97.1435546875,-35.6298828125,-38.6962890625
0.00805740000000021,-98.1689453125,-36.0205078125,-43.3349609375
0.00835410000000003,-99.5849609375,-36.1181640625,-48.9501953125
0.00865550000000015,-100.7568359375,-37.8271484375,-53.0029296875
0.00894709999999987,-101.3916015625,-38.1689453125,-57.8369140625
0.00923870000000004,-102.7099609375,-38.3642578125,-61.6943359375
0.00953340000000003,-103.3935546875,-39.1943359375,-65.0634765625
0.00982430000000001,-103.9794921875,-39.5361328125,-66.0888671875
0.0101315999999998,-105.0537109375,-40.5126953125,-67.6513671875
0.0104549,-106.0302734375,-41.6357421875,-69.2626953125
0.0107955,-106.6162109375,-41.4404296875,-71.9970703125
0.0110974000000001,-107.8857421875,-42.2216796875,-77.0263671875
0.0113878000000001,-108.8134765625,-43.0029296875,-81.3232421875
0.0116789000000002,-109.7412109375,-42.6611328125,-83.3251953125
0.0119695000000002,-108.9111328125,-41.8310546875,-66.4306640625
0.0122669000000002,-107.0068359375,-39.4873046875,-24.3896484375
0.0125571,-103.2958984375,-38.6083984375,0.3173828125
0.0128474000000001,-101.0009765625,-37.8759765625,10.9619140625
0.0131361000000001,-98.5107421875,-36.4111328125,14.8193359375
0.0134300999999999,-96.8994140625,-35.7275390625,15.4052734375
0.0137231999999998,-94.6044921875,-34.1162109375,11.6943359375
0.0140145999999999,-94.0185546875,-34.3603515625,3.3447265625
0.0143091000000002,-94.4580078125,-33.5791015625,-9.2041015625
0.0146035000000002,-94.7998046875,-32.7490234375,-20.0927734375
0.0148953999999999,-94.2626953125,-31.9189453125,-24.7802734375
0.0151881999999999,-94.3603515625,-32.6025390625,-24.5849609375
0.0154846000000002,-94.3115234375,-31.9189453125,-26.4404296875
0.0157802999999999,-94.8486328125,-32.7490234375,-27.0751953125
0.0160733999999998,-95.5322265625,-33.2373046875,-29.2236328125
0.0163654000000002,-96.4111328125,-33.4326171875,-33.3740234375
0.0166580000000001,-97.6806640625,-33.6279296875,-37.5244140625
0.0169510000000002,-99.0478515625,-34.6044921875,-42.5048828125
0.0172443000000002,-98.7060546875,-34.8486328125,-47.1435546875
0.0175399000000001,-100.4150390625,-35.1904296875,-52.0751953125
0.0178343000000001,-101.0498046875,-35.5322265625,-56.4697265625
0.0181271999999999,-102.4658203125,-36.0205078125,-59.8388671875
0.0184220000000002,-103.2470703125,-37.2900390625,-62.9150390625
0.0187176999999998,-103.7353515625,-37.7294921875,-64.4287109375
0.019012,-104.9560546875,-38.2177734375,-65.5029296875
0.0193069000000001,-105.6884765625,-39.0966796875,-67.0166015625
0.0196041,-106.9091796875,-39.6826171875,-70.1904296875
0.0198966,-108.0810546875,-41.0009765625,-75.3173828125
0.0201883999999999,-109.3505859375,-41.3427734375,-79.6630859375
0.0204868,-109.8876953125,-40.3662109375,-82.1533203125
0.0207792000000002,-109.1552734375,-39.7314453125,-68.5791015625
0.0210759999999999,-107.6416015625,-37.9248046875,-28.4912109375
0.0213676,-105.4443359375,-36.2646484375,-1.6357421875
0.0216677999999999,-102.0751953125,-35.2392578125,8.9599609375
0.0219678999999999,-99.6826171875,-33.8232421875,13.1591796875
0.0222627000000002,-98.0712890625,-33.1884765625,13.1103515625
0.0296989999999999,-96.2646484375,-32.4560546875,10.0341796875
0.030071,-95.0439453125,-32.1142578125,1.6357421875
0.0304929,-95.2880859375,-31.4794921875,-12.3779296875
0.0309054,-96.4599609375,-31.5283203125,-24.2431640625
0.0313840999999999,-96.4599609375,-31.1865234375,-29.0283203125
0.0318653000000002,-95.5810546875,-30.6494140625,-28.9306640625
0.0324346000000002,-95.6787109375,-31.2353515625,-28.9794921875
0.0329554000000001,-96.2646484375,-31.6259765625,-30.5419921875
0.0334848000000001,-97.3388671875,-31.3330078125,-32.2509765625
0.0340117000000002,-98.0712890625,-31.8212890625,-36.5966796875
0.0343654,-99.1455078125,-32.2119140625,-40.2099609375
0.0346636,-100.1220703125,-33.1884765625,-44.7021484375
0.0349574000000001,-100.4638671875,-33.3837890625,-50.4638671875
0.0352500999999998,-101.1474609375,-33.9208984375,-54.0283203125
0.0356296999999999,-102.5634765625,-34.6533203125,-58.8134765625
0.0359284999999998,-103.3447265625,-34.9951171875,-62.0361328125
0.0362201,-104.5654296875,-36.6064453125,-65.1123046875
0.0432378,-105.6884765625,-36.6064453125,-66.5283203125
