Timestamp,PPG_Forehead,PPG_Earlobe,PPG_Finger
0.00320110000000007,0.185546875,0.185546875,0.185546875
0.00426210000000005,0.185546875,0.185546875,0.185546875
0.00518410000000014,0.185546875,0.185546875,0.185546875
0.00607289999999994,0.185546875,0.185546875,0.185546875
0.00694300000000014,0.185546875,0.185546875,0.185546875
0.00778290000000004,0.185546875,0.185546875,0.185546875
0.00826290000000007,91.6845703125,85.9716796875,83.3837890625
0.00864369999999992,-82.3388671875,18.8427734375,-73.0322265625
0.00901320000000005,-82.6806640625,29.1455078125,-62.9248046875
0.0093782,-80.9716796875,36.7138671875,-45.9326171875
0.0097491999999999,-79.4580078125,42.2802734375,-30.6982421875
0.0101073999999999,-77.2119140625,47.0654296875,-20.4443359375
0.0104791,-75.0146484375,50.0439453125,-14.6337890625
0.0108400999999998,-74.3310546875,52.2412109375,-10.3857421875
0.011199,-73.7451171875,50.4345703125,-11.6064453125
0.0115685999999999,-73.7451171875,49.8486328125,-13.7060546875
0.0119566,-73.2568359375,49.8974609375,-16.8310546875
0.0123148999999998,-73.5009765625,49.7021484375,-18.4912109375
0.0126743,-72.6708984375,48.8232421875,-19.1748046875
0.0130382,-72.9638671875,47.8466796875,-19.5654296875
0.0134028000000002,-73.6962890625,46.3330078125,-20.2490234375
0.0137632999999999,-72.9150390625,44.2822265625,-21.8115234375
0.0141334999999998,-73.4033203125,41.9384765625,-24.6923828125
0.0144936000000002,-74.1845703125,39.5458984375,-26.7919921875
0.0148513000000001,-74.0869140625,37.4462890625,-30.7470703125
0.0152177,-75.3076171875,35.4931640625,-34.0185546875
0.0155772999999999,-75.6982421875,33.7353515625,-37.5830078125
0.0159229999999999,-75.6982421875,31.4892578125,-40.7568359375
0.0162871,-76.4306640625,30.1708984375,-43.1494140625
0.0166360000000001,-76.5771484375,28.2666015625,-45.6884765625
0.0169834,-76.8701171875,25.7763671875,-47.4951171875
0.0173855000000001,-78.0908203125,23.7255859375,-50.3271484375
0.0177342999999999,-78.0419921875,20.7958984375,-54.6728515625
0.0180815000000001,-78.3837890625,18.8916015625,-57.7490234375
0.0184137,-78.7255859375,16.9873046875,-61.0693359375
0.0187955,-80.0439453125,17.3291015625,-63.2666015625
0.0191490000000001,-79.7998046875,26.0205078125,-62.9248046875
0.0194576,-79.4091796875,36.5185546875,-51.5478515625
0.0197829,-77.8955078125,44.0869140625,-32.4072265625
0.0200882,-75.6494140625,48.9208984375,-17.3193359375
0.0203945000000001,-74.2822265625,53.7060546875,-5.4052734375
0.0207207,-72.2314453125,57.4658203125,2.9443359375
0.0210332000000002,-70.7666015625,58.5888671875,8.2177734375
0.0213399000000001,-69.9365234375,58.3447265625,9.0966796875
0.0216466999999998,-69.6923828125,56.4892578125,6.7041015625
0.0219762999999999,-69.6923828125,56.1962890625,2.2607421875
0.0222844000000002,-69.7900390625,55.2685546875,0.4541015625
0.0225960999999999,-69.4970703125,53.9013671875,-0.0341796875
0.0229181000000001,-69.4970703125,52.6806640625,-1.5478515625
0.0232250999999999,-69.8876953125,50.8251953125,-2.8662109375
0.0235292999999999,-70.3759765625,49.3115234375,-4.3798828125
0.0238361999999999,-70.4248046875,46.7236328125,-7.2119140625
0.0241525999999999,-71.0107421875,43.7451171875,-11.0205078125
0.0244572000000001,-71.4501953125,42.4755859375,-14.6826171875
0.024769,-72.5732421875,39.5947265625,-18.2958984375
0.0250979,-72.7197265625,38.1787109375,-22.0556640625
0.0254047000000002,-73.2080078125,35.4443359375,-26.1572265625
0.0257111999999999,-72.8662109375,34.0771484375,-28.4521484375
0.0260685999999999,-74.4287109375,32.0263671875,-31.2353515625
0.0263824000000001,-73.5498046875,30.4638671875,-33.9208984375
0.0266899,-74.5751953125,27.6318359375,-37.1435546875
0.0270005000000002,-75.4541015625,25.1904296875,-41.0498046875
0.0273181999999998,-75.9912109375,24.4580078125,-44.9072265625
0.0276260000000002,-76.3330078125,22.4072265625,-48.5693359375
0.0279338999999998,-76.7236328125,23.6279296875,-51.8896484375
0.0282486,-76.5771484375,32.7587890625,-49.6923828125
0.0285544,-76.5283203125,42.6220703125,-37.3876953125
0.0288590000000002,-75.2587890625,49.6044921875,-19.2724609375
0.0291687,-73.8916015625,54.2919921875,-2.8662109375
0.0295087000000001,-71.7919921875,58.8330078125,8.4130859375
0.0298137999999999,-70.0341796875,61.6162109375,15.1513671875
0.0301216000000002,-68.8134765625,62.8857421875,19.0576171875
0.0305483999999998,-67.9345703125,60.8349609375,19.7412109375
0.0308589000000001,-67.6904296875,60.3955078125,15.3955078125
0.0311645999999999,-68.3251953125,59.0283203125,11.4404296875
0.0314885,-67.7880859375,57.9052734375,8.8037109375
0.0318006999999998,-67.5927734375,57.4658203125,6.9970703125
0.0321080999999999,-68.0810546875,55.7080078125,6.5576171875
0.0324260000000001,-68.4716796875,53.1689453125,4.2626953125
0.0327492999999999,-68.8623046875,50.2392578125,2.4560546875
0.0330556,-69.0576171875,47.6513671875,-2.0849609375
0.0333605000000001,-69.3017578125,45.4052734375,-5.8447265625
0.0336827,-70.2783203125,43.1591796875,-9.8974609375
0.0339908000000002,-71.0107421875,41.1572265625,-14.1455078125
0.0342977000000002,-71.2060546875,38.2275390625,-18.3935546875
0.0346221999999998,-71.9384765625,37.3486328125,-22.6904296875
0.0349347999999998,-72.8173828125,34.8583984375,-25.7177734375
0.0352427,-73.3544921875,33.4423828125,-28.4033203125
0.0356074999999998,-73.5009765625,30.7568359375,-31.9189453125
0.0359639,-74.3798828125,27.9248046875,-36.5087890625
0.0362705000000001,-75.8935546875,25.5810546875,-40.0732421875
0.0365777999999999,-76.2353515625,24.1650390625,-44.7119140625
0.0369074,-76.2841796875,22.4560546875,-49.1552734375
0.0372156000000001,-77.2607421875,24.1650390625,-51.2060546875
0.0375204999999998,-77.4072265625,33.1982421875,-49.3505859375
0.0378254,-77.4072265625,43.1591796875,-35.4345703125
0.0381398000000002,-76.1376953125,49.9462890625,-18.1494140625
0.0384478000000001,-74.4775390625,54.8291015625,-3.4521484375
0.0387550000000001,-72.5732421875,58.4423828125,5.4345703125
0.0390820000000001,-71.1083984375,61.3720703125,11.5380859375
0.0393859000000001,-69.6435546875,60.4443359375,15.1513671875
0.0396893,-69.2041015625,58.8330078125,13.0029296875
0.0400000999999999,-69.2041015625,58.4423828125,7.6318359375
0.0403150000000001,-69.0576171875,57.8076171875,3.9208984375
0.0822414999999999,-69.1064453125,56.4404296875,1.2353515625
0.1012286,-69.3994140625,55.4150390625,0.6005859375
0.1368362,-69.4970703125,53.5595703125,-1.4501953125
0.1582262,-68.9111328125,51.6552734375,-4.6728515625
0.1996591,-70.1806640625,49.2138671875,-6.4794921875
0.2142687,-71.2060546875,46.7724609375,-11.0693359375
0.2430017,-71.3525390625,45.4052734375,-15.3662109375
0.2753931,-71.8896484375,43.1103515625,-19.0771484375
0.3202288,-73.1591796875,41.1083984375,-23.4716796875
0.3400836,-73.3056640625,39.5458984375,-27.5244140625
0.3767216,-74.2822265625,37.6904296875,-30.4052734375
0.3965273,-74.4287109375,36.0791015625,-33.2373046875
0.4404039,-74.8193359375,34.1259765625,-36.4599609375
0.4612059,-75.3076171875,32.5634765625,-40.2685546875
0.5044871,-75.9423828125,30.1220703125,-44.5654296875
